学名,x,y,日期,地址,数量,目,科,种,保护级别
Hirundo rustica ,113.6450672,34.90851944,2025/9/20,湿地公园,20,雀形目, 燕科,家燕,
Hirundo rustica ,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目, 燕科,家燕,
Horornis fortipes,113.6450672,34.90851944,2025/4/2,湿地公园,2,雀形目,树莺科,强脚树莺,
Ixobrychus flavicollis,113.6450672,34.90851944,2025/7/6,湿地公园,1,鹈形目,鹭科,黑苇鳽,
Ixobrychus sinensis,113.6450672,34.90851944,2025/7/24,湿地公园,1,鹈形目,鹭科,黄斑苇鳽,
Lanius cristatus ,113.6450672,34.90851944,2025/7/6,湿地公园,2,雀形目,伯劳科,红尾伯劳,
Lanius cristatus ,113.6450672,34.90851944,2025/7/17,湿地公园,1,雀形目,伯劳科,红尾伯劳,
Lanius cristatus ,113.6450672,34.90851944,2025/7/24,湿地公园,1,雀形目,伯劳科,红尾伯劳,
Lanius cristatus ,113.6450672,34.90851944,2025/8/1,湿地公园,1,雀形目,伯劳科,红尾伯劳,
Lanius cristatus ,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目,伯劳科,红尾伯劳,
Lanius schach ,113.6450672,34.90851944,2025/3/20,湿地公园,1,雀形目,伯劳科,棕背伯劳,
Lanius schach ,113.6450672,34.90851944,2025/7/17,湿地公园,1,雀形目,伯劳科,棕背伯劳,
Larus ridibundus,113.6450672,34.90851944,2025/9/26,湿地公园,1,鸻形目,  鸥科,红嘴鸥,
Larus vegae,113.6450672,34.90851944,2025/3/20,湿地公园,2,鸻形目,  鸥科,西伯利亚银鸥,
Luscinia calliope,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目,鹟科,红喉歌鸲,Ⅱ
Luscinia svecica,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,鹟科,蓝喉歌鸲,Ⅱ
Megaceryle lugubris,113.6450672,34.90851944,2025/5/4,湿地公园,1,佛法僧目,翠鸟科,冠鱼狗,
Milvus migrans,113.6450672,34.90851944,2025/9/26,湿地公园,2,鹰形目,鹰科,黑鸢,Ⅱ
Motacilla flava ,113.6450672,34.90851944,2025/9/20,湿地公园,6,雀形目,鹡鸰科,黄鹡鸰,
Muscicapa dauurica,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目,鹟科,北灰鹟,
Nycticorax  nycticorax  ,113.6450672,34.90851944,2025/5/4,湿地公园,2,鹈形目,鹭科,夜鹭,
Nycticorax  nycticorax  ,113.6450672,34.90851944,2025/7/6,湿地公园,2,鹈形目,鹭科,夜鹭,
Nycticorax  nycticorax  ,113.6450672,34.90851944,2025/7/24,湿地公园,2,鹈形目,鹭科,夜鹭,
Oriolus chinensis ,113.6450672,34.90851944,2025/7/17,湿地公园,1,雀形目,黄鹂科,黑枕黄鹂,
Oriolus chinensis ,113.6450672,34.90851944,2025/7/24,湿地公园,1,雀形目,黄鹂科,黑枕黄鹂,
Oriolus chinensis ,113.6450672,34.90851944,2025/8/1,湿地公园,1,雀形目,黄鹂科,黑枕黄鹂,
Pandion haliaetus,113.6450672,34.90851944,2025/9/20,湿地公园,1,鹰形目,鹗科,鹗,Ⅱ
Pandion haliaetus,113.6450672,34.90851944,2025/9/26,湿地公园,3,鹰形目,鹗科,鹗,Ⅱ
Paradoxornis heudei,113.6450672,34.90851944,2025/9/26,湿地公园,2,雀形目,莺鹛科,震旦鸦雀,Ⅱ
Paradoxornis webbianus ,113.6450672,34.90851944,2025/4/2,湿地公园,1,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/7/6,湿地公园,1,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/7/17,湿地公园,2,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/7/24,湿地公园,2,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/8/1,湿地公园,3,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目,莺鹛科,棕头鸦雀,
Pardaliparus venustulus,113.6450672,34.90851944,2025/4/2,湿地公园,10,雀形目,山雀科,黄腹山雀,
Parus major ,113.6450672,34.90851944,2025/5/4,湿地公园,12,雀形目,山雀科,大山雀（远东山雀）,
Passer cinnamomeus,113.6450672,34.90851944,2025/5/4,湿地公园,10,雀形目,雀科,山麻雀,
Passer montanus ,113.6450672,34.90851944,2025/3/20,湿地公园,50,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/5/4,湿地公园,20,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/7/6,湿地公园,3,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/7/17,湿地公园,10,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/7/24,湿地公园,5,雀形目,雀科,麻雀,
Passer montanus ,113.6450672,34.90851944,2025/9/20,湿地公园,20,雀形目,雀科,麻雀,
Pernis ptilorhynchus,113.6450672,34.90851944,2025/5/4,湿地公园,1,鹰形目,鹰科,凤头蜂鹰,Ⅱ
Pernis ptilorhynchus,113.6450672,34.90851944,2025/9/20,湿地公园,20,鹰形目,鹰科,凤头蜂鹰,Ⅱ
Pernis ptilorhynchus,113.6450672,34.90851944,2025/9/26,湿地公园,5,鹰形目,鹰科,凤头蜂鹰,Ⅱ
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/3/20,湿地公园,50,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/4/2,湿地公园,9,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/9/20,湿地公园,2,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/9/26,湿地公园,30,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6450672,34.90851944,2025/12/20,湿地公园,8,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6450672,34.90851944,2025/5/4,湿地公园,4,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6450672,34.90851944,2025/7/24,湿地公园,2,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6450672,34.90851944,2025/9/20,湿地公园,3,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6450672,34.90851944,2025/9/26,湿地公园,1,鸡形目,雉科,环颈雉,
Phoenicurus auroreus ,113.6450672,34.90851944,2025/3/20,湿地公园,1,雀形目,鹟科,北红尾鸲,
Phylloscopus fuscatus,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,柳莺科,褐柳莺,
Phylloscopus inornatus,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,柳莺科,黄眉柳莺,
Phylloscopus inornatus,113.6450672,34.90851944,2025/9/20,湿地公园,5,雀形目,柳莺科,黄眉柳莺,
Pica pica ,113.6450672,34.90851944,2025/5/4,湿地公园,17,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/7/6,湿地公园,1,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/7/17,湿地公园,3,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/7/24,湿地公园,2,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/8/1,湿地公园,10,雀形目,鸦科,喜鹊,
Pica pica ,113.6450672,34.90851944,2025/9/20,湿地公园,10,雀形目,鸦科,喜鹊,
Podiceps ruficollis,113.6450672,34.90851944,2025/7/17,湿地公园,2,䴙䴘目,䴙䴘科,小,
Podiceps ruficollis,113.6450672,34.90851944,2025/7/24,湿地公园,5,䴙䴘目,䴙䴘科,小,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/4/2,湿地公园,15,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/5/4,湿地公园,5,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/7/6,湿地公园,2,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/7/17,湿地公园,5,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/7/24,湿地公园,7,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/8/1,湿地公园,5,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/9/20,湿地公园,10,雀形目,鹎科,白头鹎,
Pycnonotus sinensis ,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目,鹎科,白头鹎,
Riparia riparia ,113.6450672,34.90851944,2025/9/20,湿地公园,1,雀形目, 燕科,崖沙燕,
Riparia riparia ,113.6450672,34.90851944,2025/9/26,湿地公园,1,雀形目, 燕科,崖沙燕,
Saxicola stejnegeri,113.6450672,34.90851944,2025/5/4,湿地公园,1,雀形目,鹟科,东亚石䳭,
Saxicola stejnegeri,113.6450672,34.90851944,2025/9/26,湿地公园,20,雀形目,鹟科,东亚石䳭,
Saxicola torquata ,113.6450672,34.90851944,2025/9/20,湿地公园,9,雀形目,鹟科,黑喉石䳭（东亚）,
Sterna albifrons,113.6450672,34.90851944,2025/5/4,湿地公园,2,鸻形目,  鸥科,白额燕鸥,
Sterna hirundo,113.6450672,34.90851944,2025/5/4,湿地公园,20,鸻形目,  鸥科,普通燕鸥,
Sterna hirundo,113.6450672,34.90851944,2025/7/6,湿地公园,5,鸻形目,  鸥科,普通燕鸥,
Sterna hirundo,113.6450672,34.90851944,2025/7/17,湿地公园,10,鸻形目,  鸥科,普通燕鸥,
Sterna hirundo,113.6450672,34.90851944,2025/7/24,湿地公园,25,鸻形目,  鸥科,普通燕鸥,
Sterna hirundo,113.6450672,34.90851944,2025/8/1,湿地公园,30,鸻形目,  鸥科,普通燕鸥,
Streptopelia chinensis,113.6450672,34.90851944,2025/3/20,湿地公园,2,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6450672,34.90851944,2025/5/4,湿地公园,10,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6450672,34.90851944,2025/7/17,湿地公园,2,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia chinensis,113.6450672,34.90851944,2025/7/24,湿地公园,2,鸽形目,鸠鸽科,珠颈斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/3/20,湿地公园,5,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/5/4,湿地公园,5,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/7/6,湿地公园,10,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/7/17,湿地公园,5,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/7/24,湿地公园,3,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/8/1,湿地公园,5,鸽形目,鸠鸽科,山斑鸠,
Streptopelia orientalis ,113.6450672,34.90851944,2025/9/20,湿地公园,10,鸽形目,鸠鸽科,山斑鸠,
Sturnus cineraceus,113.6450672,34.90851944,2025/5/4,湿地公园,6,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6450672,34.90851944,2025/7/6,湿地公园,1,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6450672,34.90851944,2025/7/24,湿地公园,3,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6450672,34.90851944,2025/8/1,湿地公园,6,雀形目,椋鸟科,灰椋鸟,
Sturnus cineraceus,113.6450672,34.90851944,2025/9/20,湿地公园,20,雀形目,椋鸟科,灰椋鸟,
Tringa nebularia,113.6450672,34.90851944,2025/9/26,湿地公园,1,鸻形目,鹬科,青脚鹬,
Tringa ochropus,113.6450672,34.90851944,2025/9/26,湿地公园,1,鸻形目,鹬科,白腰草鹬,
Turdus merula ,113.6450672,34.90851944,2025/3/20,湿地公园,3,雀形目,鸫科,乌鸫,
Turdus merula ,113.6450672,34.90851944,2025/4/2,湿地公园,1,雀形目,鸫科,乌鸫,
Turdus merula ,113.6450672,34.90851944,2025/5/4,湿地公园,4,雀形目,鸫科,乌鸫,
Turdus merula ,113.6450672,34.90851944,2025/8/1,湿地公园,3,雀形目,鸫科,乌鸫,
Upupa epops ,113.6450672,34.90851944,2025/5/4,湿地公园,1,犀鸟目,戴胜科,戴胜,
Upupa epops ,113.6450672,34.90851944,2025/7/24,湿地公园,2,犀鸟目,戴胜科,戴胜,
Upupa epops ,113.6450672,34.90851944,2025/9/20,湿地公园,1,犀鸟目,戴胜科,戴胜,
Upupa epops ,113.6450672,34.90851944,2025/9/26,湿地公园,1,犀鸟目,戴胜科,戴胜,
Vanellus cinereus,113.6450672,34.90851944,2025/5/4,湿地公园,10,鸻形目,鸻科,灰头麦鸡,
Vanellus cinereus,113.6450672,34.90851944,2025/8/1,湿地公园,16,鸻形目,鸻科,灰头麦鸡,
Acridotheres cristatellus ,113.6612463,34.90620544,2025/4/25,花园口,2,雀形目,椋鸟科,八哥,
Acridotheres cristatellus ,113.6612463,34.90620544,2025/4/26,花园口,2,雀形目,椋鸟科,八哥,
Acridotheres cristatellus ,113.6612463,34.90620544,2025/5/27,花园口,3,雀形目,椋鸟科,八哥,
Actitis hypoleucos,113.6612463,34.90620544,2025/4/20,花园口,2,鸻形目,鹬科,矶鹬,
Actitis hypoleucos,113.6612463,34.90620544,2025/4/25,花园口,2,鸻形目,鹬科,矶鹬,
Actitis hypoleucos,113.6612463,34.90620544,2025/4/26,花园口,1,鸻形目,鹬科,矶鹬,
Aegithalos caudatus ,113.6612463,34.90620544,2025/4/25,花园口,10,雀形目,长尾山雀科,银喉长尾山雀,
Aegithalos caudatus ,113.6612463,34.90620544,2025/4/26,花园口,1,雀形目,长尾山雀科,银喉长尾山雀,
Agropsar sturninus,113.6612463,34.90620544,2025/4/25,花园口,2,雀形目,椋鸟科,北椋鸟,
Agropsar sturninus,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,椋鸟科,北椋鸟,
Alcedo atthis ,113.6612463,34.90620544,2025/4/25,花园口,1,佛法僧目,翠鸟科,普通翠鸟,
Alcedo atthis ,113.6612463,34.90620544,2025/4/26,花园口,1,佛法僧目,翠鸟科,普通翠鸟,
Alcedo atthis ,113.6612463,34.90620544,2025/5/27,花园口,1,佛法僧目,翠鸟科,普通翠鸟,
Anas platyrhynchos,113.6612463,34.90620544,2025/11/13,花园口,10,雁形目,鸭科,绿头鸭,
Anas poecilorhyncha ,113.6612463,34.90620544,2025/4/26,花园口,20,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6612463,34.90620544,2025/5/27,花园口,10,雁形目,鸭科,斑嘴鸭,
Anas poecilorhyncha ,113.6612463,34.90620544,2025/11/13,花园口,10,雁形目,鸭科,斑嘴鸭,
Anser serrirostris,113.6612463,34.90620544,2025/11/13,花园口,30,雁形目,鸭科,短嘴豆雁,
Apus apus,113.6612463,34.90620544,2025/5/27,花园口,3,夜鹰目,雨燕科,"普通雨燕
（普通楼燕）",
Apus pacificus,113.6612463,34.90620544,2025/5/27,花园口,1,夜鹰目,雨燕科,白腰雨燕,
Ardea alba ,113.6612463,34.90620544,2025/5/27,花园口,1,鹈形目,鹭科,大白鹭,
Ardea alba ,113.6612463,34.90620544,2025/11/13,花园口,1,鹈形目,鹭科,大白鹭,
Ardea cinerea ,113.6612463,34.90620544,2025/4/26,花园口,5,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6612463,34.90620544,2025/5/27,花园口,10,鹈形目,鹭科,苍鹭,
Ardea cinerea ,113.6612463,34.90620544,2025/11/13,花园口,1,鹈形目,鹭科,苍鹭,
Ardeola bacchus ,113.6612463,34.90620544,2025/4/26,花园口,3,鹈形目,鹭科,池鹭,
Calidris temminckii,113.6612463,34.90620544,2025/4/20,花园口,1,鸻形目,鹬科,青脚滨鹬,
Calidris temminckii,113.6612463,34.90620544,2025/4/25,花园口,1,鸻形目,鹬科,青脚滨鹬,
Carduelis sinica ,113.6612463,34.90620544,2025/4/25,花园口,2,雀形目,燕雀科,金翅雀,
Ceryle rudis ,113.6612463,34.90620544,2025/4/26,花园口,1,佛法僧目,翠鸟科,斑鱼狗,
Ceryle rudis ,113.6612463,34.90620544,2025/5/27,花园口,1,佛法僧目,翠鸟科,斑鱼狗,
Charadrius alexandrinus ,113.6612463,34.90620544,2025/4/26,花园口,7,鸻形目,鸻科,环颈鸻,
Charadrius dubius ,113.6612463,34.90620544,2025/4/20,花园口,10,鸻形目,鸻科,金眶鸻,
Charadrius dubius ,113.6612463,34.90620544,2025/4/25,花园口,10,鸻形目,鸻科,金眶鸻,
Charadrius dubius ,113.6612463,34.90620544,2025/4/26,花园口,10,鸻形目,鸻科,金眶鸻,
Ciconia nigra ,113.6612463,34.90620544,2025/11/13,花园口,15,鹳形目,鹳科,黑鹳,Ⅰ
Clamator coromandus,113.6612463,34.90620544,2025/5/27,花园口,2,鹃形目  ,杜鹃科,红翅凤头鹃,
Coracina melaschistos,113.6612463,34.90620544,2025/5/30,花园口,1,雀形目,鹃鵙科,暗灰鹃鵙  ,
Cyanopica cyanus ,113.6612463,34.90620544,2025/4/26,花园口,30,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6612463,34.90620544,2025/5/27,花园口,3,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6612463,34.90620544,2025/11/13,花园口,30,雀形目,鸦科,灰喜鹊,
Cyanopica cyanus ,113.6612463,34.90620544,2025/11/22,花园口,10,雀形目,鸦科,灰喜鹊,
Dendrocopos canicapillus ,113.6612463,34.90620544,2025/4/25,花园口,1,啄木鸟目,啄木鸟科,星头啄木鸟,
Dendrocopos major ,113.6612463,34.90620544,2025/4/25,花园口,1,啄木鸟目,啄木鸟科,大斑啄木鸟,
Dendrocopos major ,113.6612463,34.90620544,2025/4/26,花园口,1,啄木鸟目,啄木鸟科,大斑啄木鸟,
Dendrocopos major ,113.6612463,34.90620544,2025/5/27,花园口,1,啄木鸟目,啄木鸟科,大斑啄木鸟,
Dicrurus macrocercus ,113.6612463,34.90620544,2025/4/26,花园口,4,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6612463,34.90620544,2025/5/27,花园口,3,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6612463,34.90620544,2025/5/30,花园口,13,雀形目,卷尾科,黑卷尾,
Dicrurus macrocercus ,113.6612463,34.90620544,2025/9/24,花园口,3,雀形目,卷尾科,黑卷尾,
Egretta garzetta ,113.6612463,34.90620544,2025/4/20,花园口,1,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6612463,34.90620544,2025/4/25,花园口,1,鹈形目,鹭科,白鹭,
Egretta garzetta ,113.6612463,34.90620544,2025/5/27,花园口,3,鹈形目,鹭科,白鹭,
Emberiza pusilla,113.6612463,34.90620544,2025/11/13,花园口,3,雀形目,鹀科,小鹀,
Emberiza spodocephala ,113.6612463,34.90620544,2025/4/26,花园口,2,雀形目,鹀科,灰头鹀,
Eophona migratoria ,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,燕雀科,黑尾蜡嘴雀,
Eophona migratoria ,113.6612463,34.90620544,2025/4/26,花园口,5,雀形目,燕雀科,黑尾蜡嘴雀,
Eophona migratoria ,113.6612463,34.90620544,2025/11/22,花园口,20,雀形目,燕雀科,黑尾蜡嘴雀,
Falco amurensis,113.6612463,34.90620544,2025/5/27,花园口,1,隼形目,  隼科,红脚隼,Ⅱ
Falco tinnunculus ,113.6612463,34.90620544,2025/11/22,花园口,1,隼形目,  隼科,红隼,Ⅱ
Ficedula albicilla,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,鹟科,红喉姬鹟,
Ficedula albicilla,113.6612463,34.90620544,2025/4/26,花园口,1,雀形目,鹟科,红喉姬鹟,
Ficedula zanthopygia,113.6612463,34.90620544,2025/4/25,花园口,2,雀形目,鹟科,白眉姬鹟,
Ficedula zanthopygia,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,鹟科,白眉姬鹟,
Gallinago gallinago ,113.6612463,34.90620544,2025/4/20,花园口,1,鸻形目,鹬科,扇尾沙锥,
Gallinago gallinago ,113.6612463,34.90620544,2025/4/25,花园口,1,鸻形目,鹬科,扇尾沙锥,
Gallinago gallinago ,113.6612463,34.90620544,2025/4/26,花园口,2,鸻形目,鹬科,扇尾沙锥,
Gallinula chloropus ,113.6612463,34.90620544,2025/4/26,花园口,6,鹤形目, 秧鸡科,黑水鸡,
Garrulax davidi,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,噪鹛科,山噪鹛,Ⅰ
Garrulax perspicillatus,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6612463,34.90620544,2025/4/26,花园口,5,雀形目,噪鹛科,黑脸噪鹛,
Garrulax perspicillatus,113.6612463,34.90620544,2025/9/24,花园口,1,雀形目,噪鹛科,黑脸噪鹛,
Himantopus himantopus ,113.6612463,34.90620544,2025/4/20,花园口,1,鸻形目,反嘴鹬科,黑翅长脚鹬,
Himantopus himantopus ,113.6612463,34.90620544,2025/4/25,花园口,2,鸻形目,反嘴鹬科,黑翅长脚鹬,
Hirundo rustica ,113.6612463,34.90620544,2025/4/26,花园口,10,雀形目, 燕科,家燕,
Hirundo rustica ,113.6612463,34.90620544,2025/5/27,花园口,10,雀形目, 燕科,家燕,
Lanius cristatus ,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,伯劳科,红尾伯劳,
Lanius schach ,113.6612463,34.90620544,2025/11/13,花园口,1,雀形目,伯劳科,棕背伯劳,
Motacilla alba ,113.6612463,34.90620544,2025/4/25,花园口,1,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.6612463,34.90620544,2025/4/26,花园口,2,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.6612463,34.90620544,2025/5/27,花园口,3,雀形目,鹡鸰科,白鹡鸰,
Motacilla alba ,113.6612463,34.90620544,2025/11/13,花园口,2,雀形目,鹡鸰科,白鹡鸰,
Muscicapa dauurica,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,鹟科,北灰鹟,
Numenius arquata ,113.6612463,34.90620544,2025/4/26,花园口,6,鸻形目,鹬科,白腰杓鹬,Ⅱ
Nycticorax  nycticorax  ,113.6612463,34.90620544,2025/4/26,花园口,2,鹈形目,鹭科,夜鹭,
Oriolus chinensis ,113.6612463,34.90620544,2025/5/27,花园口,2,雀形目,黄鹂科,黑枕黄鹂,
Paradoxornis webbianus ,113.6612463,34.90620544,2025/4/25,花园口,6,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6612463,34.90620544,2025/4/26,花园口,1,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,莺鹛科,棕头鸦雀,
Paradoxornis webbianus ,113.6612463,34.90620544,2025/11/22,花园口,2,雀形目,莺鹛科,棕头鸦雀,
Parus major ,113.6612463,34.90620544,2025/4/25,花园口,6,雀形目,山雀科,大山雀（远东山雀）,
Parus major ,113.6612463,34.90620544,2025/4/26,花园口,4,雀形目,山雀科,大山雀（远东山雀）,
Passer cinnamomeus,113.6612463,34.90620544,2025/4/25,花园口,2,雀形目,雀科,山麻雀,
Passer cinnamomeus,113.6612463,34.90620544,2025/5/27,花园口,3,雀形目,雀科,山麻雀,
Passer montanus ,113.6612463,34.90620544,2025/4/26,花园口,10,雀形目,雀科,麻雀,
Passer montanus ,113.6612463,34.90620544,2025/5/27,花园口,10,雀形目,雀科,麻雀,
Passer montanus ,113.6612463,34.90620544,2025/11/22,花园口,100,雀形目,雀科,麻雀,
Pericrocotus cantonensis,113.6612463,34.90620544,2025/5/27,花园口,1,雀形目,鹃鵙科,小灰山椒鸟,
"Phalacrocorax carbo 
",113.6612463,34.90620544,2025/11/13,花园口,10,鲣鸟目,鸬鹚科,普通鸬鹚,
"Phalacrocorax carbo 
",113.6612463,34.90620544,2025/11/22,花园口,10,鲣鸟目,鸬鹚科,普通鸬鹚,
Phasianus colchicus ,113.6612463,34.90620544,2025/4/20,花园口,1,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6612463,34.90620544,2025/4/25,花园口,1,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6612463,34.90620544,2025/4/26,花园口,4,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6612463,34.90620544,2025/5/27,花园口,2,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6612463,34.90620544,2025/5/30,花园口,4,鸡形目,雉科,环颈雉,
Phasianus colchicus ,113.6612463,34.90620544,2025/11/13,花园口,1,鸡形目,雉科,环颈雉,
